hora_media,hora_mediana,hora_sd,hora_min,hora_max,hora_iqr,pasos_media,pasos_mediana,pasos_sd,pasos_min,pasos_max,pasos_iqr
11.92072072535909,12,6.5545422853086555,0,23,10,45.20664523889286,5,8836.370746517481,1,11519883,16
